	Boolean	Quotes	Themes
99	1	Bent with excessive toil—actually suffering for a little refreshing rest, and feeling rather as if we could cast ourselves upon the earth and weep, many a night in the house of Edwin Epps have his unhappy slaves been made to dance and laugh. 	"[""racism-and-slavery"", ""the-power-of-music""]"
100	1	The existence of Slavery in its most cruel form among them has a tendency to brutalize the humane and finer feelings of their nature. Daily witnesses of human suffering—listening to the agonizing screeches of the human slave—beholding him writhing beneath the merciless lash—bitten and torn by dogs—dying without attention, and buried without shroud or coffin—it cannot otherwise be expected, than that they should become brutified and reckless of human life. 	"[""racism-and-slavery"", ""truth-and-justice""]"
101	1	Alas! Had it not been for my beloved violin, I scarcely can conceive how I could have endured the long years of bondage. It […] relieved me of many days’ labor in the field […] and oftentimes led me away from the presence of a hard master. […] It was my companion—the friend of my bosom—triumphing loudly when I was joyful, and uttering its soft, melodious consolations when I was sad. Often […] it would sing me a song of peace.	"[""racism-and-slavery"", ""christianity"", ""the-power-of-music""]"
102	1	No man who has never been placed in such a situation, can comprehend the thousand obstacles thrown in the way of the flying slave. Every white man’s hand is raised against him—the patrollers are watching for him—the hounds are ready to follow on his track—and the nature of the country is such as renders it impossible to pass through it with any safety.	"[""racism-and-slavery"", ""truth-and-justice""]"
103	1	It was the Sabbath of the Lord. The fields smiled in the warm sunlight—the birds chirped merrily amidst the foliage of the trees—peace and happiness seemed to reign everywhere, save in the bosoms of Epps and his panting victim and the silent witnesses around him. The tempestuous emotions that were raging there were little in harmony with the calm and quiet beauty of the day. I could look on Epps only with unutterable loathing and abhorrence, and thought within myself—“Thou devil, sooner or later, somewhere in the course of eternal justice, thou shalt answer for this sin!”	"[""racism-and-slavery"", ""truth-and-justice"", ""christianity""]"
104	1	If they are baboons, or stand no higher in the scale of intelligence than such animals, you and men like you will have to answer for it. There’s a sin, a fearful sin, resting on this nation, that will not go unpunished forever. There will be a reckoning yet—yes, Epps, there’s a day coming that will burn as an oven. It may be sooner or it may be later, but it’s a coming as sure as the Lord is just. 	"[""racism-and-slavery"", ""truth-and-justice"", ""christianity""]"
105	1	The secret was out—the mystery was unraveled. Through the thick, black cloud, amid whose dark and dismal shadows I had walked twelve years, broke the star that was to light me back to liberty.	"[""racism-and-slavery"", ""truth-and-justice"", ""christianity""]"
106	1	I was then offered as a witness, but, objection being made, the court decided my evidence inadmissible. It was rejected solely on the ground that I was a colored man—the fact of my being a free citizen of New-York not being disputed. […] Burch himself was offered as a witness in his own behalf. It was contended by counsel for the people, that such testimony should not be allowed—that it was in contravention of every rule of evidence, and if permitted would defeat the ends of justice. His testimony, however, was received by the court!	"[""racism-and-slavery"", ""truth-and-justice""]"
107	1	[King George III] had denounced the leaders of the uprising for having American independence as their true objective, something those leaders themselves had not yet openly declared.	"[""leadership"", ""idealism-vs-practicality"", ""colonial-society"", ""british-society""]"
108	1	"There had been sickness aplenty from the start, deadly ""camp fever,"" which grew worse as summer went on. Anxious mothers and wives from the surrounding towns and countryside came to nurse the sick and dying."	"[""idealism-vs-practicality"", ""colonial-society""]"
109	1	But for all his raw courage in the heat and tumult of war, Billy Howe could be, in the intervals between actions, slow-moving, procrastinating, negligent in preparing for action, interested more in his own creature comforts and pleasures.	"[""leadership"", ""british-society""]"
110	1	"Furthermore, as he knew, discipline was hardly improved, and too many of the new troops were raw recruits as unruly as those of the summer before. Some who were lauded as shining examples of patriotism looked hardly fit for battle, like the Connecticut unit comprised entirely of ""aged gentlemen."""	"[""military-strategy"", ""leadership"", ""idealism-vs-practicality""]"
111	1	Remember officers and soldiers that you are free men, fighting for the blessings of liberty- that slavery will be your portion, and that of your posterity, if you do not acquit yourselves like men.	"[""leadership"", ""idealism-vs-practicality""]"
112	1	There was no ringing call for valor in the cause of country or the blessings of liberty, as Washington had exhorted his troops at Brooklyn, only a final reminder of the effectiveness of bayonets.	"[""leadership"", ""idealism-vs-practicality""]"
113	1	"Possibly, Washington was more hurt than angry. Later he would tell Reed, ""I was hurt not because I thought my judgment wronged by the expressions contained in it [the letter], but because the same sentiments were not communicated immediately to myself."" Possibly the charge of ""fatal indecision of mind"" also hurt deeply, because Washington knew it to be true."	"[""leadership""]"
